VEHICLE_ID;CARGO_MANIFEST_ID;POSX;POSY;POSZ;POWER GENERATOR;NUMBER OF GENERATORS;CONTAINER_ID;TEMPERATURE
6;3096;0;0;0;4498;8;9327925;-2
6;3096;0;0;1;4498;8;7840710;7
6;3096;0;0;2;4498;8;2459199;-3
6;3096;0;0;3;4498;8;1609245;5
6;3096;0;0;4;4498;8;2107478;4
6;3096;0;1;0;4498;8;7968868;5
6;3096;0;1;1;4498;8;1432770;5
6;3096;0;1;2;4498;8;7717012;0
6;3096;0;1;3;4498;8;1594730;7
6;3096;0;1;4;4498;8;3926669;6
6;3096;0;2;0;4498;8;2981031;-4
6;3096;0;2;1;4498;8;8736957;0
6;3096;0;2;2;4498;8;6803931;1
6;3096;0;2;3;4498;8;7253540;7
6;3096;0;2;4;4498;8;1661912;-4
6;3096;0;3;0;4498;8;7687460;1
6;3096;0;3;1;4498;8;7090216;-1
6;3096;0;3;2;4498;8;7211511;1
6;3096;0;3;3;4498;8;6652952;6
6;3096;0;3;4;4498;8;2036865;5
6;3096;0;4;0;4498;8;1017119;-5
6;3096;0;4;1;4498;8;8026823;6
6;3096;0;4;2;4498;8;6687562;2
6;3096;0;4;3;4498;8;7589799;-4
6;3096;0;4;4;4498;8;4527167;1
6;3096;1;0;0;4498;8;5946639;-1
6;3096;1;0;1;4498;8;2772665;-1
6;3096;1;0;2;4498;8;8896318;-1
6;3096;1;0;3;4498;8;8315407;3
6;3217;0;0;0;4498;8;3208380;1
6;3217;0;0;1;4498;8;8600607;-2
6;3217;0;0;2;4498;8;3486152;4
6;3217;0;0;3;4498;8;2694682;6
6;3217;0;0;4;4498;8;8130956;2
6;3217;0;1;0;4498;8;1495055;-2
6;3217;0;1;1;4498;8;5529480;5
6;3217;0;1;2;4498;8;1067191;4
6;3217;0;1;3;4498;8;1664820;-3
6;3218;0;0;0;4498;8;1067191;4
6;3218;0;0;1;4498;8;9250491;5
6;3218;0;0;2;4498;8;9638635;-3
6;3218;0;0;3;4498;8;3486152;4
6;3218;0;0;4;4498;8;2601535;-3
6;3218;0;1;0;4498;8;5893585;4
6;3218;0;1;1;4498;8;9940227;6
6;3218;0;1;2;4498;8;4181162;4
6;3218;0;1;3;4498;8;2075332;2
6;3218;0;1;4;4498;8;2539766;5
6;3218;0;2;0;4498;8;4560656;-3
6;3218;0;2;1;4498;8;3208380;1
6;3218;0;2;2;4498;8;1298685;3
6;3218;0;2;3;4498;8;9921301;7
6;3218;0;2;4;4498;8;7663179;5
6;3218;0;3;0;4498;8;1173257;2
6;3218;0;3;1;4498;8;5684875;7
6;3218;0;3;2;4498;8;3800628;-2
6;3218;0;3;3;4498;8;7051252;-1
6;3218;0;3;4;4498;8;6522893;7
6;3218;0;4;0;4498;8;8600607;-2
6;3218;0;4;1;4498;8;9870351;-1
6;3218;0;4;2;4498;8;7052955;-4
6;3218;0;4;3;4498;8;9579435;-2
6;3218;0;4;4;4498;8;9100843;1
6;3218;1;0;0;4498;8;1495055;-2
6;3218;1;0;1;4498;8;9507361;-1
6;3218;1;0;2;4498;8;5801437;-1
6;3218;1;0;3;4498;8;6673004;6
6;3339;0;0;0;4498;8;6914693;-1
6;3339;0;0;1;4498;8;1391495;0
6;3339;0;0;2;4498;8;5995131;-5
6;3339;0;0;3;4498;8;2157108;4
6;3339;0;0;4;4498;8;4020824;-2
6;3339;0;1;0;4498;8;9695161;6
6;3339;0;1;1;4498;8;6621581;1
6;3339;0;1;2;4498;8;5489006;-4
6;3339;0;1;3;4498;8;7660141;-1
6;3340;0;0;0;4498;8;6621581;1
6;3340;0;0;1;4498;8;6914693;-1
6;3340;0;0;2;4498;8;7360146;6
6;3340;0;0;3;4498;8;4020824;-2
6;3340;0;0;4;4498;8;1391495;0
6;3340;0;1;0;4498;8;7351834;7
6;3340;0;1;1;4498;8;7660141;-1
6;3340;0;1;2;4498;8;2157108;4
6;3340;0;1;3;4498;8;2863075;-1
6;3340;0;1;4;4498;8;8130956;2
6;3340;0;2;0;4498;8;1664820;-3
6;3340;0;2;1;4498;8;2694682;6
6;3340;0;2;2;4498;8;5280487;0
6;3340;0;2;3;4498;8;5995131;-5
6;3340;0;2;4;4498;8;9695161;6
6;3340;0;3;0;4498;8;3773291;3
6;3340;0;3;1;4498;8;5529480;5
6;3340;0;3;2;4498;8;5266844;-3
6;3340;0;3;3;4498;8;1399028;6
7;3421;0;0;0;3743;8;2028588;0
7;3421;0;0;1;3743;8;2023289;3
7;3421;0;0;2;3743;8;8556902;-1
7;3421;0;0;3;3743;8;8273386;0
7;3421;0;0;4;3743;8;2665951;-4
7;3421;0;1;0;3743;8;9313010;-2
7;3421;0;1;1;3743;8;6717067;6
7;3421;0;1;2;3743;8;3047983;-4
7;3421;0;1;3;3743;8;7541604;0
7;3421;0;1;4;3743;8;8373466;6
7;3421;0;2;0;3743;8;3157694;0
7;3421;0;2;1;3743;8;3499581;1
7;3421;0;2;2;3743;8;6683736;-1
7;3421;0;2;3;3743;8;9107092;0
7;3421;0;2;4;3743;8;8423775;1
7;3421;0;3;0;3743;8;7087677;5
7;3421;0;3;1;3743;8;1662629;-1
7;3421;0;3;2;3743;8;7012675;0
7;3421;0;3;3;3743;8;6334731;6
7;3421;0;3;4;3743;8;1452507;5
7;3421;0;4;0;3743;8;8414032;0
7;3421;0;4;1;3743;8;8607571;3
7;3421;0;4;2;3743;8;3517160;-2
7;3421;0;4;3;3743;8;3141779;2
7;3421;0;4;4;3743;8;5290220;6
7;3421;1;0;0;3743;8;9190172;4
7;3421;1;0;1;3743;8;9382230;-4
7;3421;1;0;2;3743;8;6483152;4
7;3421;1;0;3;3743;8;6558417;-3
7;3421;1;0;4;3743;8;5749429;0
7;3421;1;1;0;3743;8;9662989;4
7;3421;1;1;1;3743;8;4048366;6
7;3421;1;1;2;3743;8;6169150;3
7;3421;1;1;3;3743;8;2517174;1
7;3421;1;1;4;3743;8;7944840;-2
7;3421;1;2;0;3743;8;6294769;-3
7;3421;1;2;1;3743;8;4981395;6
7;3421;1;2;2;3743;8;7345220;-4
7;3421;1;2;3;3743;8;2025970;0
7;3421;1;2;4;3743;8;5388478;1
7;3421;1;3;0;3743;8;4551992;-4
7;3421;1;3;1;3743;8;1288201;2
7;3421;1;3;2;3743;8;9796457;-4
7;3421;1;3;3;3743;8;6625590;6
7;3421;1;3;4;3743;8;5013557;7
7;3421;1;4;0;3743;8;2427562;4
7;3421;1;4;1;3743;8;2583825;-1
7;3421;1;4;2;3743;8;1588683;1
7;3421;1;4;3;3743;8;8957759;0
7;3421;1;4;4;3743;8;5110067;1
7;3421;2;0;0;3743;8;7867733;0
7;3421;2;0;1;3743;8;3780950;-3
7;3421;2;0;2;3743;8;7590544;3
7;3421;2;0;3;3743;8;4577503;6
7;3421;2;0;4;3743;8;5795349;5
7;3421;2;1;0;3743;8;7062188;-4
7;3421;2;1;1;3743;8;2659391;-2
7;3421;2;1;2;3743;8;8799965;5
7;3421;2;1;3;3743;8;4004301;0
7;3421;2;1;4;3743;8;3000669;-1
7;3421;2;2;0;3743;8;4365940;4
7;3421;2;2;1;3743;8;9030510;-2
7;3421;2;2;2;3743;8;6056656;-1
7;3421;2;2;3;3743;8;4822566;6
7;3421;2;2;4;3743;8;5331507;-4
7;3421;2;3;0;3743;8;8546976;-2
7;3421;2;3;1;3743;8;4690133;-5
7;3421;2;3;2;3743;8;3689322;6
7;3421;2;3;3;3743;8;6183781;2
7;3421;2;3;4;3743;8;7764218;4
7;3421;2;4;0;3743;8;8979698;0
7;3421;2;4;1;3743;8;2785926;3
7;3421;2;4;2;3743;8;6425907;7
7;3421;2;4;3;3743;8;7984497;-4
7;3421;2;4;4;3743;8;1054203;6
7;3421;3;0;0;3743;8;7844649;3
7;3421;3;0;1;3743;8;9539307;4
7;3421;3;0;2;3743;8;6366014;6
7;3421;3;0;3;3743;8;2390001;-2
7;3421;3;0;4;3743;8;6893817;0
7;3421;3;1;0;3743;8;6829490;6
7;3421;3;1;1;3743;8;7919488;5
7;3421;3;1;2;3743;8;4502259;-2
7;3421;3;1;3;3743;8;4873979;1
7;3421;3;1;4;3743;8;4457934;-2
7;3421;3;2;0;3743;8;5887319;2
7;3421;3;2;1;3743;8;6115400;5
7;3421;3;2;2;3743;8;5752143;0
7;3421;3;2;3;3743;8;4848484;-4
7;3421;3;2;4;3743;8;2212583;1
7;3421;3;3;0;3743;8;1425183;1
7;3421;3;3;1;3743;8;9977190;2
7;3421;3;3;2;3743;8;7279062;-2
7;3421;3;3;3;3743;8;9867525;-1
7;3421;3;3;4;3743;8;6962154;3
7;3421;3;4;0;3743;8;2904486;3
7;3421;3;4;1;3743;8;2915586;-4
7;3421;3;4;2;3743;8;8417135;5
7;3421;3;4;3;3743;8;6965959;7
7;3422;0;0;0;3743;8;7345220;-4
7;3422;0;0;1;3743;8;8979698;0
7;3422;0;0;2;3743;8;2390001;-2
7;3422;0;0;3;3743;8;1288201;2
7;3422;0;0;4;3743;8;2915586;-4
7;3422;0;1;0;3743;8;4981395;6
7;3422;0;1;1;3743;8;3000669;-1
7;3422;0;1;2;3743;8;6625590;6
7;3422;0;1;3;3743;8;8607571;3
7;3422;0;1;4;3743;8;4690133;-5
7;3422;0;2;0;3743;8;7844649;3
7;3422;0;2;1;3743;8;3141779;2
7;3422;0;2;2;3743;8;8799965;5
7;3422;0;2;3;3743;8;7944840;-2
7;3422;0;2;4;3743;8;2665951;-4
7;3422;0;3;0;3743;8;6683736;-1
7;3422;0;3;1;3743;8;4502259;-2
7;3422;0;3;2;3743;8;5749429;0
7;3422;0;3;3;3743;8;5013557;7
7;3422;0;3;4;3743;8;8957759;0
7;3422;0;4;0;3743;8;2583825;-1
7;3422;0;4;1;3743;8;7764218;4
7;3422;0;4;2;3743;8;7012675;0
7;3422;0;4;3;3743;8;7279062;-2
7;3422;0;4;4;3743;8;2028588;0
7;3422;1;0;0;3743;8;6115400;5
7;3422;1;0;1;3743;8;6965959;7
7;3422;1;0;2;3743;8;6294769;-3
7;3422;1;0;3;3743;8;5795349;5
7;3543;0;0;0;3743;8;1899713;6
7;3543;0;0;1;3743;8;1369688;3
7;3543;0;0;2;3743;8;1811290;-4
7;3543;0;0;3;3743;8;8410390;5
7;3543;0;0;4;3743;8;3829032;6
7;3543;0;1;0;3743;8;4121321;6
7;3543;0;1;1;3743;8;1563916;5
7;3543;0;1;2;3743;8;7436159;-1
7;3543;0;1;3;3743;8;9360988;1
7;3544;0;0;0;3743;8;8273386;0
7;3544;0;0;1;3743;8;2023289;3
7;3544;0;0;2;3743;8;9539307;4
7;3544;0;0;3;3743;8;1662629;-1
7;3544;0;0;4;3743;8;1054203;6
7;3544;0;1;0;3743;8;6366014;6
7;3544;0;1;1;3743;8;9662989;4
7;3544;0;1;2;3743;8;6717067;6
7;3544;0;1;3;3743;8;6425907;7
7;3544;0;1;4;3743;8;3689322;6
7;3544;0;2;0;3743;8;5290220;6
7;3544;0;2;1;3743;8;3157694;0
7;3544;0;2;2;3743;8;3829032;6
7;3544;0;2;3;3743;8;4457934;-2
7;3544;0;2;4;3743;8;9977190;2
7;3544;0;3;0;3743;8;8546976;-2
7;3544;0;3;1;3743;8;2025970;0
7;3544;0;3;2;3743;8;4577503;6
7;3544;0;3;3;3743;8;6169150;3
7;3544;0;3;4;3743;8;3499581;1
7;3544;0;4;0;3743;8;5887319;2
7;3544;0;4;1;3743;8;7984497;-4
7;3544;0;4;2;3743;8;1563916;5
7;3544;0;4;3;3743;8;7062188;-4
7;3544;0;4;4;3743;8;8417135;5
7;3544;1;0;0;3743;8;4551992;-4
7;3544;1;0;1;3743;8;5331507;-4
7;3544;1;0;2;3743;8;9313010;-2
7;3544;1;0;3;3743;8;9867525;-1
7;3665;0;0;0;3743;8;1486076;0
7;3665;0;0;1;3743;8;1530850;-3
7;3665;0;0;2;3743;8;8201076;5
7;3665;0;0;3;3743;8;8911034;6
7;3665;0;0;4;3743;8;5141762;6
7;3665;0;1;0;3743;8;6915262;1
7;3665;0;1;1;3743;8;4750717;6
7;3665;0;1;2;3743;8;3351672;3
7;3665;0;1;3;3743;8;4443306;4
7;3666;0;0;0;3743;8;1811290;-4
7;3666;0;0;1;3743;8;1425183;1
7;3666;0;0;2;3743;8;3351672;3
7;3666;0;0;3;3743;8;1530850;-3
7;3666;0;0;4;3743;8;4750717;6
7;3666;0;1;0;3743;8;2212583;1
7;3666;0;1;1;3743;8;8373466;6
7;3666;0;1;2;3743;8;6829490;6
7;3666;0;1;3;3743;8;6915262;1
7;3666;0;1;4;3743;8;7436159;-1
7;3666;0;2;0;3743;8;2904486;3
7;3666;0;2;1;3743;8;6183781;2
7;3666;0;2;2;3743;8;8414032;0
7;3666;0;2;3;3743;8;8911034;6
7;3666;0;2;4;3743;8;5388478;1
7;3666;0;3;0;3743;8;4443306;4
7;3666;0;3;1;3743;8;8410390;5
7;3666;0;3;2;3743;8;6334731;6
7;3666;0;3;3;3743;8;6483152;4
7;3666;0;3;4;3743;8;9107092;0
7;3666;0;4;0;3743;8;9360988;1
7;3666;0;4;1;3743;8;2517174;1
7;3666;0;4;2;3743;8;2048004;7
7;3666;0;4;3;3743;8;5752143;0
7;3666;0;4;4;3743;8;3780950;-3
7;3666;1;0;0;3743;8;6558417;-3
7;3666;1;0;1;3743;8;4822566;6
7;3666;1;0;2;3743;8;4004301;0
7;3666;1;0;3;3743;8;8201076;5
7;3787;0;0;0;3743;8;4393693;5
7;3787;0;0;1;3743;8;7103007;2
7;3787;0;0;2;3743;8;6972205;-1
7;3787;0;0;3;3743;8;7986473;-2
7;3787;0;0;4;3743;8;8417507;-2
7;3787;0;1;0;3743;8;3296620;3
7;3787;0;1;1;3743;8;2694682;6
7;3787;0;1;2;3743;8;4400259;-4
7;3787;0;1;3;3743;8;6088209;1
7;3788;0;0;0;3743;8;4546144;0
7;3788;0;0;1;3743;8;4121321;6
7;3788;0;0;2;3743;8;8417507;-2
7;3788;0;0;3;3743;8;6056656;-1
7;3788;0;0;4;3743;8;6972205;-1
7;3788;0;1;0;3743;8;7541604;0
7;3788;0;1;1;3743;8;2785926;3
7;3788;0;1;2;3743;8;5141762;6
7;3788;0;1;3;3743;8;7103007;2
7;3788;0;1;4;3743;8;4393693;5
7;3788;0;2;0;3743;8;1369688;3
7;3788;0;2;1;3743;8;8423775;1
7;3788;0;2;2;3743;8;2694682;6
7;3788;0;2;3;3743;8;4340379;2
7;3788;0;2;4;3743;8;6893817;0
7;3788;0;3;0;3743;8;3296620;3
7;3788;0;3;1;3743;8;9796457;-4
7;3788;0;3;2;3743;8;1588683;1
7;3788;0;3;3;3743;8;1486076;0
7;3788;0;3;4;3743;8;5110067;1
7;3788;0;4;0;3743;8;9030510;-2
7;3788;0;4;1;3743;8;4400259;-4
7;3788;0;4;2;3743;8;9190172;4
7;3788;0;4;3;3743;8;7986473;-2
7;3788;0;4;4;3743;8;7867733;0
7;3788;1;0;0;3743;8;9382230;-4
7;3788;1;0;1;3743;8;7087677;5
7;3788;1;0;2;3743;8;7919488;5
7;3788;1;0;3;3743;8;4848484;-4
7;3909;0;0;0;3743;8;6218882;0
7;3909;0;0;1;3743;8;6448636;2
7;3909;0;0;2;3743;8;5246999;4
7;3909;0;0;3;3743;8;3988101;4
7;3909;0;0;4;3743;8;8229921;1
7;3909;0;1;0;3743;8;9582335;-4
7;3909;0;1;1;3743;8;8221244;1
7;3909;0;1;2;3743;8;2809067;4
7;3909;0;1;3;3743;8;9867439;-5
7;3910;0;0;0;3743;8;4365940;4
7;3910;0;0;1;3743;8;4706495;-3
7;3910;0;0;2;3743;8;8221244;1
7;3910;0;0;3;3743;8;2427562;4
7;3910;0;0;4;3743;8;9582335;-4
7;3910;0;1;0;3743;8;9867439;-5
7;3910;0;1;1;3743;8;2659391;-2
7;3910;0;1;2;3743;8;7590544;3
7;3910;0;1;3;3743;8;6088209;1
7;3910;0;1;4;3743;8;3008435;3
7;3910;0;2;0;3743;8;4873979;1
7;3910;0;2;1;3743;8;3988101;4
7;3910;0;2;2;3743;8;2809067;4
7;3910;0;2;3;3743;8;6218882;0
7;3910;0;2;4;3743;8;6448636;2
7;3910;0;3;0;3743;8;5246999;4
7;3910;0;3;1;3743;8;8229921;1
7;3910;0;3;2;3743;8;1452507;5
7;3910;0;3;3;3743;8;3517160;-2
8;3991;0;0;0;4592;9;9563860;3
8;3991;0;0;1;4592;9;3881676;4
8;3991;0;0;2;4592;9;4218278;3
8;3991;0;0;3;4592;9;8749018;4
8;3991;0;0;4;4592;9;8152054;2
8;3991;0;1;0;4592;9;1610445;4
8;3991;0;1;1;4592;9;8329806;4
8;3991;0;1;2;4592;9;4936642;0
8;3991;0;1;3;4592;9;5174524;-1
8;3991;0;1;4;4592;9;3024851;5
8;3991;0;2;0;4592;9;2273028;1
8;3991;0;2;1;4592;9;4504873;-3
8;3991;0;2;2;4592;9;1588055;2
8;3991;0;2;3;4592;9;7221681;6
8;3991;0;2;4;4592;9;7436970;-3
8;3991;0;3;0;4592;9;6092946;4
8;3991;0;3;1;4592;9;9163433;2
8;3991;0;3;2;4592;9;1387022;-2
8;3991;0;3;3;4592;9;7702879;0
8;3991;0;3;4;4592;9;3629510;-3
8;3991;0;4;0;4592;9;7480853;1
8;3991;0;4;1;4592;9;1034478;6
8;3991;0;4;2;4592;9;8996550;7
8;3991;0;4;3;4592;9;9499247;-4
8;3991;0;4;4;4592;9;1700814;6
8;3991;1;0;0;4592;9;5345833;3
8;3991;1;0;1;4592;9;5071639;6
8;3991;1;0;2;4592;9;4245715;-2
8;3991;1;0;3;4592;9;9585046;6
8;3991;1;0;4;4592;9;3986302;-1
8;3991;1;1;0;4592;9;4216324;4
8;3991;1;1;1;4592;9;7578044;-1
8;3991;1;1;2;4592;9;8554501;4
8;3991;1;1;3;4592;9;2657536;1
8;3991;1;1;4;4592;9;9343027;5
8;3991;1;2;0;4592;9;2785516;-2
8;3991;1;2;1;4592;9;4373778;0
8;3991;1;2;2;4592;9;1329370;3
8;3991;1;2;3;4592;9;2347204;-1
8;3991;1;2;4;4592;9;3922080;2
8;3991;1;3;0;4592;9;8300013;7
8;3991;1;3;1;4592;9;6641235;-2
8;3991;1;3;2;4592;9;1577292;4
8;3991;1;3;3;4592;9;5337878;-1
8;3991;1;3;4;4592;9;3734235;5
8;3991;1;4;0;4592;9;3036184;-1
8;3991;1;4;1;4592;9;8250095;0
8;3991;1;4;2;4592;9;1975452;6
8;3991;1;4;3;4592;9;3793051;6
8;3991;1;4;4;4592;9;3489078;0
8;3991;2;0;0;4592;9;1067191;4
8;3991;2;0;1;4592;9;2008240;1
8;3991;2;0;2;4592;9;9422534;0
8;3991;2;0;3;4592;9;2269427;-4
8;3991;2;0;4;4592;9;7698492;-1
8;3991;2;1;0;4592;9;2097533;0
8;3991;2;1;1;4592;9;4140156;-1
8;3991;2;1;2;4592;9;8202590;5
8;3991;2;1;3;4592;9;4160389;6
8;3991;2;1;4;4592;9;9610670;-3
8;3991;2;2;0;4592;9;7706842;-2
8;3991;2;2;1;4592;9;4627361;-3
8;3991;2;2;2;4592;9;7290271;7
8;3991;2;2;3;4592;9;2990281;4
8;3991;2;2;4;4592;9;5079528;1
8;3991;2;3;0;4592;9;4684011;3
8;3991;2;3;1;4592;9;2068212;-2
8;3991;2;3;2;4592;9;4634801;2
8;3991;2;3;3;4592;9;7885504;0
8;3991;2;3;4;4592;9;5006408;-3
8;3991;2;4;0;4592;9;1122184;-4
8;3991;2;4;1;4592;9;7322084;1
8;3991;2;4;2;4592;9;2949685;4
8;3991;2;4;3;4592;9;9431597;6
8;3991;2;4;4;4592;9;9437747;-2
8;3991;3;0;0;4592;9;2456551;5
8;3991;3;0;1;4592;9;6038743;7
8;3991;3;0;2;4592;9;8928465;-1
8;3991;3;0;3;4592;9;3101159;-3
8;3991;3;0;4;4592;9;5812582;-2
8;3991;3;1;0;4592;9;7482267;-1
8;3991;3;1;1;4592;9;6753923;4
8;3991;3;1;2;4592;9;8858920;-1
8;3991;3;1;3;4592;9;8347542;4
8;3991;3;1;4;4592;9;2053430;2
8;3991;3;2;0;4592;9;1822742;0
8;3991;3;2;1;4592;9;2881415;1
8;3991;3;2;2;4592;9;3986078;1
8;3991;3;2;3;4592;9;5873049;-1
8;3991;3;2;4;4592;9;4486880;2
8;3991;3;3;0;4592;9;4302692;4
8;3991;3;3;1;4592;9;5283602;4
8;3991;3;3;2;4592;9;7713148;-2
8;3991;3;3;3;4592;9;6508188;-2
8;3991;3;3;4;4592;9;8408386;-4
8;3991;3;4;0;4592;9;6100358;-5
8;3991;3;4;1;4592;9;5118233;6
8;3991;3;4;2;4592;9;7813304;4
8;3991;3;4;3;4592;9;8644081;-5
8;3992;0;0;0;4592;9;5006408;-3
8;3992;0;0;1;4592;9;8250095;0
8;3992;0;0;2;4592;9;4140156;-1
8;3992;0;0;3;4592;9;3922080;2
8;3992;0;0;4;4592;9;9163433;2
8;3992;0;1;0;4592;9;2269427;-4
8;3992;0;1;1;4592;9;8408386;-4
8;3992;0;1;2;4592;9;5812582;-2
8;3992;0;1;3;4592;9;1387022;-2
8;3992;0;1;4;4592;9;4160389;6
8;3992;0;2;0;4592;9;4216324;4
8;3992;0;2;1;4592;9;9437747;-2
8;3992;0;2;2;4592;9;5345833;3
8;3992;0;2;3;4592;9;4627361;-3
8;3992;0;2;4;4592;9;4684011;3
8;3992;0;3;0;4592;9;2273028;1
8;3992;0;3;1;4592;9;7698492;-1
8;3992;0;3;2;4592;9;7702879;0
8;3992;0;3;3;4592;9;2785516;-2
8;3992;0;3;4;4592;9;5079528;1
8;3992;0;4;0;4592;9;3986302;-1
8;3992;0;4;1;4592;9;7480853;1
8;3992;0;4;2;4592;9;2657536;1
8;3992;0;4;3;4592;9;8996550;7
8;3992;0;4;4;4592;9;8300013;7
8;3992;1;0;0;4592;9;2990281;4
8;3992;1;0;1;4592;9;8347542;4
8;3992;1;0;2;4592;9;5337878;-1
8;3992;1;0;3;4592;9;1822742;0
8;4113;0;0;0;4592;9;1216156;4
8;4113;0;0;1;4592;9;4027169;3
8;4113;0;0;2;4592;9;2497694;3
8;4113;0;0;3;4592;9;9034702;1
8;4113;0;0;4;4592;9;1391769;3
8;4113;0;1;0;4592;9;6289235;-4
8;4113;0;1;1;4592;9;5279218;6
8;4113;0;1;2;4592;9;7669679;-5
8;4113;0;1;3;4592;9;8665859;5
8;4114;0;0;0;4592;9;7578044;-1
8;4114;0;0;1;4592;9;3793051;6
8;4114;0;0;2;4592;9;1700814;6
8;4114;0;0;3;4592;9;7706842;-2
8;4114;0;0;4;4592;9;2097533;0
8;4114;0;1;0;4592;9;2497694;3
8;4114;0;1;1;4592;9;3101159;-3
8;4114;0;1;2;4592;9;1329370;3
8;4114;0;1;3;4592;9;6289235;-4
8;4114;0;1;4;4592;9;1583238;-1
8;4114;0;2;0;4592;9;6508188;-2
8;4114;0;2;1;4592;9;2347204;-1
8;4114;0;2;2;4592;9;1610445;4
8;4114;0;2;3;4592;9;5283602;4
8;4114;0;2;4;4592;9;5279218;6
8;4114;0;3;0;4592;9;5118233;6
8;4114;0;3;1;4592;9;1122184;-4
8;4114;0;3;2;4592;9;1391769;3
8;4114;0;3;3;4592;9;3881676;4
8;4114;0;3;4;4592;9;8665859;5
8;4114;0;4;0;4592;9;7669679;-5
8;4114;0;4;1;4592;9;2456551;5
8;4114;0;4;2;4592;9;9034702;1
8;4114;0;4;3;4592;9;8749018;4
8;4114;0;4;4;4592;9;4027169;3
8;4114;1;0;0;4592;9;9585046;6
8;4114;1;0;1;4592;9;1577292;4
8;4114;1;0;2;4592;9;5873049;-1
8;4114;1;0;3;4592;9;7322084;1
8;4235;0;0;0;4592;9;8240812;-2
8;4235;0;0;1;4592;9;2785306;3
8;4235;0;0;2;4592;9;6227633;7
8;4235;0;0;3;4592;9;3318386;6
8;4235;0;0;4;4592;9;4324290;3
8;4235;0;1;0;4592;9;5969900;6
8;4235;0;1;1;4592;9;9255136;-3
8;4235;0;1;2;4592;9;8475679;2
8;4235;0;1;3;4592;9;8207408;4
8;4236;0;0;0;4592;9;3734235;5
8;4236;0;0;1;4592;9;8207408;4
8;4236;0;0;2;4592;9;8475679;2
8;4236;0;0;3;4592;9;2949685;4
8;4236;0;0;4;4592;9;4504873;-3
8;4236;0;1;0;4592;9;6100358;-5
8;4236;0;1;1;4592;9;8644081;-5
8;4236;0;1;2;4592;9;2785306;3
8;4236;0;1;3;4592;9;6872689;5
8;4236;0;1;4;4592;9;9343027;5
8;4236;0;2;0;4592;9;6227633;7
8;4236;0;2;1;4592;9;4302692;4
8;4236;0;2;2;4592;9;1975452;6
8;4236;0;2;3;4592;9;7482267;-1
8;4236;0;2;4;4592;9;2625053;-1
8;4236;0;3;0;4592;9;3629510;-3
8;4236;0;3;1;4592;9;3318386;6
8;4236;0;3;2;4592;9;2008240;1
8;4236;0;3;3;4592;9;6038743;7
8;4236;0;3;4;4592;9;4486880;2
8;4236;0;4;0;4592;9;8152054;2
8;4236;0;4;1;4592;9;5174524;-1
8;4236;0;4;2;4592;9;4245715;-2
8;4236;0;4;3;4592;9;2068212;-2
8;4236;0;4;4;4592;9;6092946;4
8;4236;1;0;0;4592;9;9255136;-3
8;4236;1;0;1;4592;9;8928465;-1
8;4236;1;0;2;4592;9;1067191;4
8;4236;1;0;3;4592;9;8329806;4
8;4357;0;0;0;4592;9;1835402;2
8;4357;0;0;1;4592;9;1633823;-1
8;4357;0;0;2;4592;9;8706753;-1
8;4357;0;0;3;4592;9;9184739;-2
8;4357;0;0;4;4592;9;1941784;4
8;4357;0;1;0;4592;9;5688522;3
8;4357;0;1;1;4592;9;2578356;-2
8;4357;0;1;2;4592;9;5471657;0
8;4357;0;1;3;4592;9;6832633;-1
8;4358;0;0;0;4592;9;4218278;3
8;4358;0;0;1;4592;9;1941784;4
8;4358;0;0;2;4592;9;5688522;3
8;4358;0;0;3;4592;9;7221681;6
8;4358;0;0;4;4592;9;5471657;0
8;4358;0;1;0;4592;9;2053430;2
8;4358;0;1;1;4592;9;4324290;3
8;4358;0;1;2;4592;9;7436970;-3
8;4358;0;1;3;4592;9;7146471;-3
8;4358;0;1;4;4592;9;5071639;6
8;4358;0;2;0;4592;9;1034478;6
8;4358;0;2;1;4592;9;9422534;0
8;4358;0;2;2;4592;9;4936642;0
8;4358;0;2;3;4592;9;1216156;4
8;4358;0;2;4;4592;9;9184739;-2
8;4358;0;3;0;4592;9;8240812;-2
8;4358;0;3;1;4592;9;2578356;-2
8;4358;0;3;2;4592;9;8706753;-1
8;4358;0;3;3;4592;9;4634801;2
8;4358;0;3;4;4592;9;6641235;-2
8;4358;0;4;0;4592;9;1835402;2
8;4358;0;4;1;4592;9;1633823;-1
8;4358;0;4;2;4592;9;8858920;-1
8;4358;0;4;3;4592;9;3489078;0
8;4358;0;4;4;4592;9;7290271;7
8;4358;1;0;0;4592;9;9431597;6
8;4358;1;0;1;4592;9;5969900;6
8;4358;1;0;2;4592;9;7713148;-2
8;4358;1;0;3;4592;9;8202590;5
8;4479;0;0;0;4592;9;1161997;3
8;4479;0;0;1;4592;9;9024487;3
8;4479;0;0;2;4592;9;1745004;2
8;4479;0;0;3;4592;9;9918768;-1
8;4479;0;0;4;4592;9;1182768;-4
8;4479;0;1;0;4592;9;5794454;-3
8;4479;0;1;1;4592;9;4271423;-4
8;4479;0;1;2;4592;9;2518063;2
8;4479;0;1;3;4592;9;6864338;0
8;4480;0;0;0;4592;9;7885504;0
8;4480;0;0;1;4592;9;3036184;-1
8;4480;0;0;2;4592;9;2881415;1
8;4480;0;0;3;4592;9;9024487;3
8;4480;0;0;4;4592;9;9499247;-4
8;4480;0;1;0;4592;9;1182768;-4
8;4480;0;1;1;4592;9;9563860;3
